id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,indeks_pendidikan,satuan,tahun
339,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,60.41,POIN,2022
340,32,JAWA BARAT,3271,KOTA BOGOR,72.74,POIN,2022
341,32,JAWA BARAT,3272,KOTA SUKABUMI,71.55,POIN,2022
342,32,JAWA BARAT,3273,KOTA BANDUNG,76.19,POIN,2022
343,32,JAWA BARAT,3274,KOTA CIREBON,70.93,POIN,2022
344,32,JAWA BARAT,3275,KOTA BEKASI,77.33,POIN,2022
345,32,JAWA BARAT,3276,KOTA DEPOK,76.96,POIN,2022
346,32,JAWA BARAT,3277,KOTA CIMAHI,75.76,POIN,2022
347,32,JAWA BARAT,3278,KOTA TASIKMALAYA,69.18,POIN,2022
348,32,JAWA BARAT,3279,KOTA BANJAR,66.07,POIN,2022
